Gemeinde,Postleitzahl,Lon,Lat,Bundesland,SchÅler
St. Margareten im Rosental,9173,46.5189,14.375,KÑrnten,50
Sankt Georgen am Kreischberg,8850,47.05,14.2,KÑrnten,50
Reith bei KitzbÅhel,6353,47.512,12.3421,Tirol,50
Reith bei Seefeld,6100,47.3114,11.1492,Tirol,50
Hirschbach im MÅhlkreis,4192,48.5167,14.3859,Oberîsterreich,50
Haigermoos,5120,48.0872,12.8396,Oberîsterreich,50
Gurten,4942,48.2271,13.3843,Oberîsterreich,50
Gro·mugl,2002,48.5167,16.2167,Niederîsterreich,50
Gaishorn am See,8781,47.4167,14.65,Steiermark,50
Eberstein,9371,46.8362,14.5504,KÑrnten,50
Tîsens,6541,47.0167,10.6167,Tirol,49
St. Bernhard-Frauenhofen,3580,48.6597,15.6447,Niederîsterreich,49
Schînberg im Stubaital,6020,47.2714,11.3865,Tirol,49
Oggau am Neusiedler See,7063,47.8333,16.6667,Burgenland,49
Pattigham,4910,48.1907,13.4866,Oberîsterreich,49
Raggal,6741,47.2207,9.8608,Vorarlberg,49
Leitzersdorf,2003,48.4,16.25,Niederîsterreich,49
Michelbach,3073,48.1573,15.7717,Niederîsterreich,49
Kottes-Purk,3622,48.3833,15.3167,Niederîsterreich,49
Hirm,7024,47.7865,16.4546,Burgenland,49
Finkenberg,6290,47.1975,11.859,Tirol,49
Gutenstein,2763,47.8877,15.9631,Niederîsterreich,49
Bachmanning,4672,48.16,13.7845,Oberîsterreich,49
Stinatz,7552,47.2,16.1167,Burgenland,48
Steinbach am Attersee,4853,47.8309,13.5461,Oberîsterreich,48
Strengen,6571,47.1333,10.45,Tirol,48
Schottwien,2641,47.6568,15.8725,Niederîsterreich,48
Steuerberg,9560,46.7413,14.0634,KÑrnten,48
Sieggraben,7223,47.6513,16.3799,Burgenland,48
Ruden,9113,46.6467,14.7769,KÑrnten,48
PrÑgraten am Gro·venediger,9974,47.0167,12.3333,Tirol,48
Loipersbach im Burgenland,7020,47.6966,16.4792,Burgenland,48
Mitterberg-Sankt Martin,8954,47.4889,14.0846,Steiermark,48
Kirchschlag,3631,48.4361,15.1278,Niederîsterreich,48
Brand-Nagelberg,3871,48.8167,15,Niederîsterreich,48
Wiesfleck,7423,47.3667,16.0667,Burgenland,47
Steinbach am Ziehberg,4562,47.8926,14.0304,Oberîsterreich,47
Spital am Semmering,2680,47.6151,15.7755,Niederîsterreich,47
Palting,5163,48,13.1167,Oberîsterreich,47
Raxendorf,3650,48.3003,15.236,Niederîsterreich,47
Sankt Peter ob Judenburg,8755,47.1906,14.6168,Steiermark,47
Sachsenburg,9751,46.7759,13.3243,KÑrnten,47
Ringelsdorf-Niederabsdorf,2272,48.5667,16.85,Niederîsterreich,47
Neukirchen bei Lambach,4671,48.1449,13.7507,Oberîsterreich,47
Niederkappel,4131,48.4444,13.938,Oberîsterreich,47
Lafnitz,8230,47.25,15.95,Steiermark,47
HÅttschlag,5612,47.15,13.3,Salzburg,47
Krispl,5425,47.7167,13.1833,Salzburg,47
Gastern,3842,48.8693,15.3037,Niederîsterreich,47
Gnesau,9563,46.7413,14.0634,KÑrnten,47
Bernhardsthal,2275,48.6916,16.8695,Niederîsterreich,47
Wildermieming,6413,47.3167,11.0167,Tirol,46
Unterwart,7501,47.2485,16.2906,Burgenland,46
WÑngle,6610,47.4846,10.6821,Tirol,46
St. Johann am Wimberg,4172,48.4813,14.1034,Oberîsterreich,46
St. Jakob in Haus,6392,47.475,12.5833,Tirol,46
Rîschitz,3730,48.6,15.8167,Niederîsterreich,46
Nu·dorf am Attersee,4865,47.8833,13.5167,Oberîsterreich,46
Mettersdorf am Sa·bach,8092,46.7833,15.7,Steiermark,46
Heiligenkreuz,2500,47.9757,16.3219,Niederîsterreich,46
Jedenspeigen,2264,48.5107,16.8858,Niederîsterreich,46
Gerersdorf,3385,48.1667,15.5667,Niederîsterreich,46
Gaal,8731,47.2767,14.6117,Steiermark,46
Wallern im Burgenland,7151,47.7285,16.9371,Burgenland,45
Silbertal,6782,47.0937,9.9831,Vorarlberg,45
Rottenbach,4681,48.1827,13.652,Oberîsterreich,45
Pettneu am Arlberg,6574,47.15,10.3833,Tirol,45
Otterthal,2880,47.6167,16.0333,Niederîsterreich,45
Klingenbach,7013,47.7728,16.5281,Burgenland,45
Kraubath an der Mur,8714,47.3167,14.9,Steiermark,45
Handenberg,5134,48.2029,12.9847,Oberîsterreich,45
Drîsing,2265,48.539,16.9026,Niederîsterreich,45
Sulz im Weinviertel,2224,48.5,16.65,Niederîsterreich,44
St. Martin,3970,48.7333,14.8667,Niederîsterreich,44
St. Anton an der Je·nitz,3213,47.9765,15.2964,Niederîsterreich,44
Stîssing,3053,48.0877,16.0169,Niederîsterreich,44
Neustift an der Lafnitz,7423,47.3667,16.0667,Burgenland,44
Niederwîlz,8811,47.15,14.3667,Steiermark,44
Litzelsdorf,7532,47.2,16.15,Burgenland,44
Krumbach,2851,47.5333,16.15,Niederîsterreich,44
Eitzing,4970,48.2349,13.4282,Oberîsterreich,44
Freinberg,4785,48.5459,13.5342,Oberîsterreich,44
Ebenthal,2251,48.4333,16.7833,Niederîsterreich,44
Bromberg,2802,47.65,16.283,Niederîsterreich,44
Weikersdorf am Steinfelde,2700,47.8,16.25,Niederîsterreich,43
Weiten,3653,48.3333,15.2833,Niederîsterreich,43
Seibersdorf,2443,47.9335,16.4791,Burgenland,43
St. Leonhard am Hornerwald,3572,48.55,15.4833,Niederîsterreich,43
Stotzing,2443,47.9335,16.4791,Burgenland,43
Schwarzenau,3900,48.7667,15.25,Niederîsterreich,43
MÅhldorf,9814,46.8333,13.35,KÑrnten,43
Mogersdorf,8382,46.9715,16.1921,Burgenland,43
Hardegg,2081,48.7667,15.9,Niederîsterreich,43
Grundlsee,8993,47.6153,13.7898,Steiermark,43
Erlauf,3253,48.1833,15.1833,Niederîsterreich,43
Waldhausen,3531,48.5333,15.3167,Niederîsterreich,42
Zelking-Matzleinsdorf,3244,48.0902,15.3012,Niederîsterreich,42
Schoppernau,6886,47.312,10.0165,Vorarlberg,42
Schnifis,6822,47.2167,9.6667,Vorarlberg,42
St. Margarethen an der Sierning,3231,48.1667,15.5,Niederîsterreich,42
Pfaffenschlag bei Waidhofen a.d.Thaya,3834,48.8167,15.15,Niederîsterreich,42
MÅhldorf,9814,46.8333,13.35,KÑrnten,42
Nikolsdorf,9782,46.8,12.9167,Tirol,42
Jois,7093,47.9617,16.796,Burgenland,42
Guntersdorf,2042,48.65,16.05,Niederîsterreich,42
Gallzein,6222,47.3681,11.7716,Tirol,42
Flattach,9831,46.9015,13.0252,KÑrnten,42
Apetlon,7132,47.7439,16.8302,Burgenland,42
Brand-Laaben,3052,48.1351,15.8871,Niederîsterreich,42
Amaliendorf-Aalfang,3860,48.8333,15.1333,Niederîsterreich,42
Wei·enkirchen in der Wachau,3601,48.3926,15.5108,Niederîsterreich,41
Wippenham,4942,48.2271,13.3843,Oberîsterreich,41
Weinzierl am Walde,3521,48.45,15.4667,Niederîsterreich,41
Unzmarkt-Frauenburg,8800,47.2,14.4333,Steiermark,41
Schwarzenbach,2802,47.65,16.283,Niederîsterreich,41
St. Thomas,4732,48.3187,13.8812,Oberîsterreich,41
Pettnau,6170,47.3,11.1333,Tirol,41
Oberloisdorf,7451,47.4474,16.5076,Burgenland,41
MÅhlbach am Hochkînig,5505,47.3667,13.1333,Salzburg,41
Krems in KÑrnten,9861,46.95,13.6,KÑrnten,41
Gitschtal,9620,46.6333,13.3667,KÑrnten,41
Fusch an der Gro·glocknerstra·e,5672,47.2845,12.8259,Salzburg,41
Grins,6500,47.1403,10.5141,Tirol,41
DÅns,6822,47.2167,9.6667,Vorarlberg,41
Trebesing,9852,46.8864,13.5103,KÑrnten,40
Waldkirchen am Wesen,4085,48.402,13.9106,Oberîsterreich,40
Unserfrau-Altweitra,3962,48.7333,14.8333,Niederîsterreich,40
Traunstein,3632,48.4333,15.1333,Niederîsterreich,40
Serfaus,6534,47.0333,10.6,Tirol,40
Pfarrkirchen im MÅhlkreis,4085,48.402,13.9106,Oberîsterreich,40
Mischendorf,7511,47.2,16.2833,Burgenland,40
Kaumberg,2572,48.0625,15.9273,Niederîsterreich,40
Kirchberg am Walde,3932,48.7076,15.1374,Niederîsterreich,40
Golling an der Erlauf,3381,48.1919,15.4348,Niederîsterreich,40
Gro·harras,2034,48.6639,16.2456,Niederîsterreich,40
Burgau,8291,47.1477,16.1235,Burgenland,40
Dellach,9635,46.6461,13.0867,KÑrnten,40
Altenmarkt bei Sankt Gallen,8934,47.8167,14.6333,Oberîsterreich,40
Unternberg,5585,47.1127,13.7426,Salzburg,39
Winden am See,7092,47.95,16.75,Burgenland,39
St. Georgen bei Grieskirchen,4710,48.2187,13.8252,Oberîsterreich,39
Schîder,8844,47.1833,14.1167,Steiermark,39
Sankt Georgen ob Judenburg,8756,47.2167,14.4667,Steiermark,39
Pollham,4710,48.2187,13.8252,Oberîsterreich,39
Nebelberg,4155,48.634,13.8354,Oberîsterreich,39
Krumau am Kamp,3543,48.55,15.4333,Niederîsterreich,39
Kirchberg ob der Donau,4114,48.4252,13.981,Oberîsterreich,39
Kreuttal,2112,48.4167,16.4167,Niederîsterreich,39
Heiligenkreuz im Lafnitztal,7561,46.9892,16.2608,Burgenland,39
Gasen,8616,47.3833,15.5667,Steiermark,39
Gnadenwald,6069,47.3167,11.5667,Tirol,39
Brunn an der Wild,3595,48.7,15.4667,Niederîsterreich,39
Ainet,9951,46.8766,12.6949,Tirol,39
Wattenberg,6113,47.2833,11.6,Tirol,38
Pramet,4925,48.1555,13.4802,Oberîsterreich,38
Patsch,6082,47.2,11.4167,Tirol,38
Lermoos,6631,47.4167,10.85,Tirol,38
Hîfen,6604,47.4667,10.6833,Tirol,38
Kleinarl,5603,47.2772,13.3195,Salzburg,38
Gries im Sellrain,6182,47.276,10.9832,Tirol,38
Grafenschachen,7423,47.3667,16.0667,Burgenland,38
Auerbach,5224,48.0362,13.1598,Oberîsterreich,38
Drasenhofen,2165,48.75,16.6667,Niederîsterreich,38
Untertauern,5561,47.3,13.5,Salzburg,37
Opponitz,3341,47.9167,14.9,Niederîsterreich,37
Sankt Jakob im Walde,8255,47.4452,15.8037,Steiermark,37
Sankt Lorenzen am Wechsel,8234,47.3072,15.9826,Steiermark,37
Micheldorf,9322,46.8556,14.4596,KÑrnten,37
Leopoldschlag,4262,48.5729,14.5172,Oberîsterreich,37
Hauskirchen,2184,48.5978,16.7563,Niederîsterreich,37
Hollenthon,2812,47.5583,16.3314,Burgenland,37
Haibach im MÅhlkreis,4204,48.3959,14.3026,Oberîsterreich,37
Gerlos,6281,47.2167,12,Tirol,37
Bischofstetten,3232,48.1342,15.4794,Niederîsterreich,37
Bocksdorf,7551,47.1667,16.1667,Burgenland,37
Au·ervillgraten,9931,46.7875,12.4314,Tirol,37
Alberndorf im Pulkautal,2054,48.706,16.0036,Niederîsterreich,37
Aistersheim,4676,48.1449,13.7507,Oberîsterreich,37
Sallingberg,3524,48.4836,15.342,Niederîsterreich,36
Sankt AndrÑ am Zicksee,7161,47.7841,16.9419,Burgenland,36
Laussa,4460,47.95,14.45,Oberîsterreich,36
Niederndorferberg,6346,47.6756,12.2484,Tirol,36
MÅhlen,8820,46.9708,14.5286,KÑrnten,36
Klein-Pîchlarn,3652,48.2167,15.2167,Niederîsterreich,36
Kleinzell,2663,47.8362,15.7291,Niederîsterreich,36
Hochleithen,2123,48.4167,16.5167,Niederîsterreich,36
BÅrserberg,6707,47.1464,9.7774,Vorarlberg,36
Tieschen,8355,46.8765,15.9913,Steiermark,35
Soo·,2504,47.9846,16.2174,Niederîsterreich,35
St. Stefan-Afiesl,4170,48.5445,14.0523,Oberîsterreich,35
Sankt Peter im Sulmtal,8541,46.7667,15.1667,Steiermark,35
Ru·bach am Pa· GschÅtt,5442,47.5833,13.45,Salzburg,35
Rettenschîss,6347,47.6572,12.2687,Tirol,35
Ottenthal,2163,48.75,16.5833,Niederîsterreich,35
Raiding,7321,47.59,16.504,Burgenland,35
Mîrtschach,9841,46.8833,12.8667,KÑrnten,35
Maria Wîrth,9073,46.5662,14.1898,KÑrnten,35
Niederleis,2115,48.5167,16.3833,Niederîsterreich,35
Mils bei Imst,6493,47.2062,10.6748,Tirol,35
Fontanella,6733,47.2722,9.9062,Vorarlberg,35
Gnadendorf,2032,48.5833,16.2333,Niederîsterreich,35
Andrichsfurt,4754,48.2598,13.5022,Oberîsterreich,35
Vichtenstein,4091,48.5417,13.6556,Oberîsterreich,34
ThÅringerberg,6721,47.2167,9.7831,Vorarlberg,34
Wei·ensee,9762,46.7167,13.3,KÑrnten,34
St. Willibald,4760,48.3699,13.6595,Oberîsterreich,34
Strassen,9918,46.7539,12.4842,Tirol,34
Rettenegg,8674,47.5055,15.7383,Steiermark,34
Pîlla,3593,48.6667,15.45,Niederîsterreich,34
Preitenegg,9451,46.9667,14.95,KÑrnten,34
Piringsdorf,7373,47.4483,16.4152,Burgenland,34
Rabensburg,2274,48.65,16.9,Niederîsterreich,34
Maria Laach am Jauerling,3620,48.3667,15.3833,Niederîsterreich,34
Jeging,5225,48.0483,13.1481,Oberîsterreich,34
Lackenbach,7322,47.5904,16.4653,Burgenland,34
Goldwîrth,4102,48.3266,14.1011,Oberîsterreich,34
Feld am See,9544,46.7764,13.7478,KÑrnten,34
Altschwendt,4721,48.3317,13.6714,Oberîsterreich,34
Altmelon,3633,48.4361,15.1278,Niederîsterreich,34
Wîrterberg,8293,47.2167,16.1,Burgenland,33
UnterkohlstÑtten,7434,47.4,16.2333,Burgenland,33
St. Ulrich im MÅhlkreis,4116,48.4624,14.0728,Oberîsterreich,33
Schrattenberg,2172,48.7167,16.7167,Niederîsterreich,33
Stummerberg,6276,47.2833,11.9167,Tirol,33
Sankt Kathrein am Offenegg,8171,47.2975,15.5828,Steiermark,33
Reuthe,6870,47.3848,9.9014,Vorarlberg,33
Neudorf,2475,48.0167,16.9333,Burgenland,33
Nappersdorf-Kammersdorf,2023,48.6333,16.2,Niederîsterreich,33
Oberdrauburg,9781,46.7431,12.9703,KÑrnten,33
Minihof-Liebau,8384,46.8647,16.0789,Burgenland,33
Itter,6305,47.4667,12.1333,Tirol,33
Heiligenblut am Gro·glockner,9844,47.0167,12.8833,KÑrnten,33
Kasten bei Bîheimkirchen,3071,48.1573,15.7717,Niederîsterreich,33
Hoheneich,3945,48.7731,15.0769,Niederîsterreich,33
Frankenau-Unterpullendorf,7361,47.4578,16.6191,Burgenland,33
Gurk,9341,46.8773,14.2191,KÑrnten,33
Fallbach,2133,48.6667,16.4333,Niederîsterreich,33
Eltendorf,7562,47.0333,16.2,Burgenland,33
Hainzenberg,6278,47.2179,11.9003,Tirol,33
Bildstein,6858,47.449,9.7621,Vorarlberg,33
Aichkirchen,4671,48.1449,13.7507,Oberîsterreich,33
Deutsch Jahrndorf,2423,48.0167,17.1,Burgenland,33
Brand,6708,47.1008,9.7372,Vorarlberg,33
Au am Leithaberge,2451,47.923,16.5579,Niederîsterreich,33
Viktorsberg,6836,47.2997,9.6667,Vorarlberg,32
Windigsteig,3841,48.7667,15.2833,Niederîsterreich,32
St. Anton im Montafon,6771,47.0895,9.8826,Vorarlberg,32
Seefeld-Kadolz,2062,48.7125,16.1861,Niederîsterreich,32
Sankt Martin am Wîllmi·berg,8563,46.9974,15.2375,Steiermark,32
Ramsau,3170,48.0339,15.7741,Niederîsterreich,32
Laterns,6830,47.2667,9.7,Vorarlberg,32
Kartitsch,9941,46.7289,12.5008,Tirol,32
Innervillgraten,9932,46.8119,12.3747,Tirol,32
HÅttenberg,8820,46.9708,14.5286,KÑrnten,32
Jabing,7503,47.2389,16.3178,Burgenland,32
Flirsch,6572,47.15,10.4,Tirol,32
Forstau,5552,47.3667,13.5333,Salzburg,32
Franking,5131,48.0695,12.9367,Oberîsterreich,32
Gaimberg,9905,46.85,12.7833,Tirol,32
Diex,9102,46.6827,14.6124,KÑrnten,32
Bad Schînau,2853,47.4727,16.191,Niederîsterreich,32
Aich,8962,47.4427,13.9012,Steiermark,32
Oslip,7064,47.8291,16.6196,Burgenland,31
Ranten,8844,47.1833,14.1167,Steiermark,31
Rossatz-Arnsdorf,3602,48.3964,15.5045,Niederîsterreich,31
Hartl,8222,47.2167,15.75,Steiermark,31
Altlichtenwarth,2144,48.6333,16.8,Niederîsterreich,31
Eggern,3860,48.8333,15.1333,Niederîsterreich,31
Albeck,9345,46.85,14.1672,KÑrnten,31
Dra·markt,7371,47.4929,16.3544,Burgenland,31
Unterfrauenhaid,7321,47.59,16.504,Burgenland,30
Viehhofen,5752,47.3667,12.7333,Salzburg,30
Schachendorf,7472,47.2418,16.4227,Burgenland,30
Niederhollabrunn,2003,48.4,16.25,Niederîsterreich,30
Ludweis-Aigen,3762,48.7667,15.4667,Niederîsterreich,30
Mînichkirchen,2872,47.5333,15.9833,Niederîsterreich,30
Fraxern,6833,47.3091,9.6468,Vorarlberg,30
Wîrschach,8942,47.55,14.15,Steiermark,29
Stiwoll,8113,47.0667,15.25,Steiermark,29
St. Oswald bei Haslach,4170,48.5445,14.0523,Oberîsterreich,29
St. Nikola an der Donau,4381,48.2403,14.932,Oberîsterreich,29
St. Marienkirchen am Hausruck,4926,48.1772,13.5855,Oberîsterreich,29
Ramingstein,5591,47.0667,13.8333,Salzburg,29
Krakau,8854,47.1667,14.0167,Steiermark,29
Kalwang,8775,47.4167,14.7333,Steiermark,29
Klîch,8355,46.8765,15.9913,Steiermark,29
Klam,4352,48.2495,14.7952,Oberîsterreich,29
Gerlosberg,6280,47.2333,11.9167,Tirol,29
Eichenberg,6911,47.5031,9.7471,Vorarlberg,29
Deutsch-Griffen,9571,46.8263,14.0383,KÑrnten,29
Thurn,9904,46.8567,12.7501,Tirol,28
Schwendt,6385,47.6333,12.3833,Tirol,28
St. Georgen bei Obernberg am Inn,4943,48.2237,13.2993,Oberîsterreich,28
Sigharting,4771,48.3799,13.532,Oberîsterreich,28
Schlaiten,9954,46.8794,12.6542,Tirol,28
Pîtting,4720,48.2681,13.6686,Oberîsterreich,28
Oberdorf im Burgenland,7501,47.2485,16.2906,Burgenland,28
Mariasdorf,7433,47.35,16.25,Burgenland,28
Neuberg im Burgenland,7537,47.1591,16.2209,Burgenland,28
Mîggers,6900,47.5,9.7667,Vorarlberg,28
NesselwÑngle,6672,47.4937,10.5858,Tirol,28
Leisach,9909,46.8008,12.7275,Tirol,28
Jerzens,6473,47.1796,10.7333,Tirol,28
Klîsterle,6754,47.1333,10.0833,Vorarlberg,28
Krimml,5743,47.2368,12.1268,Salzburg,28
Kaunerberg,6527,47.0867,10.66,Tirol,28
Furth an der Triesting,2564,47.9582,16.0948,Niederîsterreich,28
Grafenschlag,3912,48.5,15.1333,Niederîsterreich,28
Aurach bei KitzbÅhel,6371,47.4481,12.3859,Tirol,28
Weilbach,4984,48.3141,13.3627,Oberîsterreich,27
Schattwald,6677,47.5192,10.4522,Tirol,27
Strem,7522,47.0667,16.4167,Burgenland,27
Tadten,7162,47.7667,16.9833,Burgenland,27
Sonntag,6731,47.2267,9.8765,Vorarlberg,27
Moorbad Harbach,3970,48.7333,14.8667,Niederîsterreich,27
Kirchheim im Innkreis,4932,48.1697,13.3531,Oberîsterreich,27
Kaunertal,6524,47.0867,10.66,Tirol,27
Lackendorf,7321,47.59,16.504,Burgenland,27
Kitzeck im Sausal,8441,46.7833,15.4,Steiermark,27
Vals,6154,47.0833,11.5333,Tirol,26
Unterrabnitz-Schwendgraben,7371,47.4929,16.3544,Burgenland,26
St. AndrÑ im Lungau,5572,47.15,13.7833,Salzburg,26
St. Radegund,5121,48.0873,12.8249,Oberîsterreich,26
Schmirn,6154,47.0833,11.5333,Tirol,26
St. Pankraz,4572,47.7833,14.1667,Oberîsterreich,26
Schnepfau,6881,47.3505,9.9169,Vorarlberg,26
St. Thomas am Blasenstein,4282,48.3833,14.75,Oberîsterreich,26
Rosenburg-Mold,3571,48.5833,15.6833,Niederîsterreich,26
Muckendorf-Wipfing,3426,48.3233,16.143,Niederîsterreich,26
Neuhaus,9155,46.6333,14.8667,KÑrnten,26
Herrnbaumgarten,2171,48.6833,16.6833,Niederîsterreich,26
Geiersberg,4680,48.1842,13.6437,Oberîsterreich,26
Glîdnitz,9345,46.85,14.1672,KÑrnten,26
GaltÅr,6563,46.9667,10.1833,Tirol,26
Dorfstetten,4392,48.2707,14.9452,Niederîsterreich,26
öbersaxen,6834,47.2528,9.6708,Vorarlberg,25
Stanz bei Landeck,6500,47.1403,10.5141,Tirol,25
Rosenau am Hengstpa·,4580,47.7222,14.3275,Oberîsterreich,25
Ollersdorf im Burgenland,7533,47.1833,16.1667,Burgenland,25
Mailberg,2024,48.6738,16.1813,Niederîsterreich,25
Heiterwang,6611,47.45,10.75,Tirol,25
Hirschegg-Pack,8583,46.9792,14.9842,Steiermark,25
Bach,6653,47.2606,10.3821,Tirol,25
Bichlbach,6621,47.4167,10.7833,Tirol,25
Buch,6960,47.4836,9.8449,Vorarlberg,25
Vorderstoder,4573,47.7379,14.217,Oberîsterreich,24
SchînbÅhel-Aggsbach,3392,48.242,15.362,Niederîsterreich,24
Steeg,6655,47.2704,10.3916,Tirol,24
Pernegg,3753,48.7354,15.657,Niederîsterreich,24
Ritzing,7323,47.6132,16.4955,Burgenland,24
Obernberg am Brenner,6157,47.0167,11.4167,Tirol,24
Iselsberg-Stronach,9992,46.8381,12.8494,Tirol,24
Haugschlag,3874,48.9167,15.0333,Niederîsterreich,24
Kirchdorf am Inn,4943,48.2237,13.2993,Oberîsterreich,24
HÑselgehr,6651,47.3167,10.5,Tirol,24
Karrîsten,6463,47.2686,10.7813,Tirol,24
Japons,3763,48.7818,15.5566,Niederîsterreich,24
Kaltenberg,4273,48.45,14.7753,Oberîsterreich,24
Hinterstoder,4572,47.7833,14.1667,Oberîsterreich,24
Dietmanns,3813,48.7907,15.4343,Niederîsterreich,24
Tobadill,6552,47.1167,10.5167,Tirol,23
SibratsgfÑll,6952,47.4267,10.0381,Vorarlberg,23
Ossiach,9231,46.65,14.0167,KÑrnten,23
Reingers,3863,48.9667,15.1333,Niederîsterreich,23
Markt Neuhodis,7464,47.2956,16.3956,Burgenland,23
Mariastein,6324,47.5333,12.05,Tirol,23
Mallnitz,9822,46.9917,13.1678,KÑrnten,23
Ladis,6532,47.0667,10.6333,Tirol,23
Kolsassberg,6115,47.2815,11.6529,Tirol,23
Holzgau,6654,47.2604,10.3442,Tirol,23
GÅttenbach,7536,47.1667,16.3,Burgenland,23
Deutsch SchÅtzen-Eisenberg,7474,47.1349,16.4351,Burgenland,23
St. Kathrein am Hauenstein,8671,47.4833,15.6833,Steiermark,22
Rîns,6822,47.2167,9.6667,Vorarlberg,22
Lavant,9906,46.7989,12.8381,Tirol,22
Miesenbach bei Birkfeld,8190,47.396,15.7226,Steiermark,22
Lessach,5575,47.1513,13.7416,Salzburg,22
Lutzmannsburg,7361,47.4578,16.6191,Burgenland,22
Hopfgarten in Defereggen,9961,46.9325,12.5444,Tirol,22
Heiligenbrunn,7522,47.0667,16.4167,Burgenland,22
Eisgarn,3862,48.9,15.0667,Niederîsterreich,22
Dienten am Hochkînig,5652,47.3667,13,Salzburg,22
Antau,7042,47.7738,16.4798,Burgenland,22
Zell,9170,46.5,14.35,KÑrnten,21
Weiden bei Rechnitz,7461,47.3213,16.3086,Burgenland,21
Obertilliach,9942,46.7106,12.6144,Tirol,21
Hannersdorf,7473,47.2,16.3833,Burgenland,21
Berwang,6621,47.4167,10.7833,Tirol,21
Thomatal,5592,47.0691,13.8206,Salzburg,20
Trattenbach,2881,47.6096,15.9596,Niederîsterreich,20
Wei·bach bei Lofer,5093,47.5888,12.7126,Salzburg,20
St. Johann im Walde,9952,46.8769,12.6824,Tirol,20
Rohr im Gebirge,2663,47.8362,15.7291,Niederîsterreich,20
Rîhrenbach,3592,48.6667,15.5333,Niederîsterreich,20
MÅhlheim am Inn,4961,48.2695,13.1465,Oberîsterreich,20
Loich,3204,48.0981,15.509,Niederîsterreich,20
St. Georgen am Reith,3344,47.8735,14.849,Niederîsterreich,19
Pinswang,6600,47.4833,10.7167,Tirol,19
Mitterbach am Erlaufsee,3223,47.8671,15.3396,Niederîsterreich,19
Karres,6462,47.2167,10.7833,Tirol,19
Heiligenberg,4733,48.3547,13.8408,Oberîsterreich,19
Hirschbach,3942,48.7333,15.1167,Niederîsterreich,19
Hochwolkersdorf,2802,47.65,16.283,Niederîsterreich,19
Brandberg,6290,47.1975,11.859,Tirol,19
Annaberg,3222,47.8703,15.33,Niederîsterreich,19
Weichselbaum,8382,46.9715,16.1921,Burgenland,18
St. Georgen am Fillmannsbach,5144,48.1182,13.0187,Oberîsterreich,18
Jungholz,6691,47.5741,10.4472,Tirol,18
Inzenhof,7540,47.0677,16.2921,Burgenland,18
Gschnitz,6150,47.0833,11.4167,Tirol,18
DÅrnstein,3601,48.3926,15.5108,Niederîsterreich,18
Wei·priach,5573,47.1513,13.7416,Salzburg,17
Straning-Grafenberg,3722,48.6102,15.8646,Niederîsterreich,17
Langau,2091,48.8321,15.7156,Niederîsterreich,17
Hintersee,5324,47.7803,13.2036,Salzburg,17
Kauns,6526,47.0833,10.6833,Tirol,17
Stanzach,6642,47.3833,10.5667,Tirol,16
St. Gerold,6722,47.22,9.8086,Vorarlberg,16
Edlbach,4580,47.7222,14.3275,Oberîsterreich,16
St. Veit in Defereggen,9962,46.9164,12.3797,Tirol,15
LorÅns,6700,47.1548,9.8225,Vorarlberg,15
Kînigsdorf,7563,47,16.1667,Burgenland,15
GrÑn,6673,47.5167,10.55,Tirol,15
Wald am Schoberpa·,8781,47.4167,14.65,Steiermark,14
Schrîcken,6888,47.2576,10.092,Vorarlberg,14
Pusterwald,8764,47.3061,14.3756,Steiermark,13
Musau,6600,47.4833,10.7167,Tirol,13
Fendels,6528,47.05,10.6667,Tirol,13
Weingraben,7374,47.5139,16.3637,Burgenland,12
Wildalpen,8924,47.6476,14.8128,Niederîsterreich,12
öberackern,5122,48.1534,12.8612,Oberîsterreich,12
Moschendorf,7540,47.0677,16.2921,Burgenland,12
Hippach,6283,47.2032,11.8507,Tirol,12
Elmen,6644,47.35,10.5333,Tirol,12
DamÅls,6884,47.2803,9.8916,Vorarlberg,12
Vorderhornbach,6645,47.3667,10.5333,Tirol,11
Waldkirchen an der Thaya,3844,48.9333,15.3833,Niederîsterreich,11
Gîriach,5574,47.1833,13.75,Salzburg,11
Gutenbrunn,3665,48.4,15,Niederîsterreich,11
BÑrnkopf,3633,48.4361,15.1278,Niederîsterreich,11
Tweng,5562,47.2496,13.5577,Salzburg,10
Loretto,2443,47.9335,16.4791,Burgenland,10
Forchach,6670,47.4167,10.5833,Tirol,10
Puchenstuben,3214,47.9598,15.3257,Niederîsterreich,9
Biberwier,6633,47.3833,10.9,Tirol,9
Hackerberg,8292,47.1717,16.1195,Burgenland,8
Aggsbach,3641,48.294,15.4038,Niederîsterreich,8
Steinberg am Rofan,6215,47.5266,11.7056,Tirol,7
Muhr,5583,47.1161,13.7062,Salzburg,7
MÅhlgraben,8385,46.85,16.0167,Burgenland,6
Untertilliach,9943,46.7042,12.7086,Tirol,4
