Gemeinde,Postleitzahl,Lon,Lat,Bundesland,SchÅler
Schwarzach,6858,47.449,9.7621,Vorarlberg,346
Engerwitzdorf,4209,48.3454,14.3761,Oberîsterreich,346
Bad Schwanberg,8541,46.7667,15.1667,Steiermark,346
Kirchberg am Wagram,3465,48.4333,15.9333,Niederîsterreich,345
Gro·raming,4443,47.9942,14.5178,Niederîsterreich,343
Bad Waltersdorf,8264,47.108,15.8807,Steiermark,343
Waldhausen im Strudengau,4360,48.2809,14.826,Oberîsterreich,341
Kîtschach-Mauthen,9635,46.6461,13.0867,KÑrnten,341
Brixlegg,6230,47.4294,11.8779,Tirol,340
Weissenbach an der Triesting,2564,47.9582,16.0948,Niederîsterreich,339
Grafenegg,3485,48.4,15.7333,Niederîsterreich,339
Pîggstall,3650,48.3003,15.236,Niederîsterreich,338
Unterwei·enbach,4273,48.45,14.7753,Oberîsterreich,337
Wei·kirchen in Steiermark,8734,47.1833,14.8,Steiermark,337
St. Ulrich bei Steyr,4400,48.0427,14.4213,Oberîsterreich,337
Rattenberg,6240,47.4394,11.8941,Tirol,337
Lenzing,4860,47.9733,13.6085,Oberîsterreich,336
Eben am Achensee,6212,47.4212,11.7531,Tirol,336
Anger,8172,47.3123,15.5752,Steiermark,336
Wolfsegg am Hausruck,4902,48.1164,13.6263,Oberîsterreich,335
Lingenau,6951,47.45,9.9,Vorarlberg,335
St. Michael im Lungau,5582,47.1,13.6333,Salzburg,333
Lanzendorf,2326,48.12,16.3932,Niederîsterreich,332
Westendorf,6363,47.4321,12.2141,Tirol,331
St. Veit an der Gîlsen,3150,48.0664,15.6332,Niederîsterreich,331
Pernitz,2761,47.7871,15.9135,Niederîsterreich,331
Moosburg,9061,46.6566,14.345,KÑrnten,331
Kappl,6553,47.0833,10.4667,Tirol,331
GmÅnd in KÑrnten,9853,46.9167,13.5333,KÑrnten,331
Zwentendorf an der Donau,3435,48.3389,15.9329,Niederîsterreich,330
St. Margarethen an der Raab,8311,47.043,15.8623,Steiermark,330
Bad Kreuzen,4323,48.2952,14.7361,Oberîsterreich,330
Asten,4481,48.1704,14.4406,Oberîsterreich,330
Schîrfling am Attersee,4861,47.9127,13.5602,Oberîsterreich,329
Neuhofen an der Ybbs,3364,48.0646,14.7967,Niederîsterreich,329
Gars am Kamp,3571,48.5833,15.6833,Niederîsterreich,329
Maishofen,5700,47.3256,12.7944,Salzburg,328
Munderfing,5222,48.0362,13.1598,Oberîsterreich,327
Aschbach-Markt,3361,48.0167,14.7,Niederîsterreich,327
Mieming,6414,47.3,10.9833,Tirol,326
Neufeld an der Leitha,2491,47.8656,16.3786,Burgenland,325
MÅnzkirchen,4792,48.4652,13.614,Oberîsterreich,324
Markt Piesting,2721,47.8557,16.1003,Niederîsterreich,324
Kaprun,5710,47.2724,12.7598,Salzburg,323
Ilz,8261,47.1,15.8167,Steiermark,323
Sinabelkirchen,8200,47.1167,15.6167,Steiermark,322
Taufkirchen an der Pram,4774,48.3874,13.4706,Oberîsterreich,322
Hochburg-Ach,5122,48.1534,12.8612,Oberîsterreich,322
BrÅckl,9064,46.6566,14.345,KÑrnten,322
Neukirchen an der Vîckla,4850,47.9402,13.5741,Oberîsterreich,321
Lochen am See,5221,47.9806,13.1526,Oberîsterreich,321
Ernstbrunn,2113,48.5,16.3667,Niederîsterreich,320
Ebenfurth,2490,47.8774,16.3673,Niederîsterreich,320
Schwendau,6283,47.2032,11.8507,Tirol,319
Ludesch,6713,47.2006,9.8063,Vorarlberg,318
Haslach an der MÅhl,4170,48.5445,14.0523,Oberîsterreich,318
Euratsfeld,3324,48.0818,14.9315,Niederîsterreich,318
Sankt Stefan im Rosental,8082,46.9335,15.646,Steiermark,317
Gresten,3264,47.998,15.0391,Niederîsterreich,317
Bad St. Leonhard im Lavanttal,9441,46.9167,14.8833,KÑrnten,317
Aspang-Markt,2870,47.5333,16.05,Niederîsterreich,317
Kirchberg an der Pielach,3204,48.0981,15.509,Niederîsterreich,316
Hausleiten,2000,48.4,16.1333,Niederîsterreich,315
Alberschwende,6861,47.4502,9.8315,Vorarlberg,314
Riegersburg,8312,47.0333,15.85,Steiermark,313
Scheiblingkirchen-Thernberg,2813,47.6212,16.1464,Niederîsterreich,312
BÅrs,6706,47.1497,9.8,Vorarlberg,312
St. Martin im Innkreis,4973,48.2952,13.4387,Oberîsterreich,311
Sankt Marein im MÅrztal,8600,47.429,15.3125,Steiermark,310
Sankt Stefan ob Stainz,8510,46.8833,15.2333,Steiermark,310
Eberschwang,4906,48.1333,13.55,Oberîsterreich,310
Gro·weikersdorf,3701,48.5167,16.0167,Niederîsterreich,309
Mauthausen,4310,48.273,14.5363,Oberîsterreich,308
Elbigenalp,6652,47.3,10.4333,Tirol,308
Auersthal,2214,48.3667,16.6333,Niederîsterreich,306
Ybbsitz,3340,47.8735,14.849,Niederîsterreich,305
Mils,6068,47.2833,11.5333,Tirol,305
Pinggau,2872,47.5333,15.9833,Niederîsterreich,304
Hartkirchen,4070,48.2812,14.0031,Oberîsterreich,304
Zwischenwasser,6835,47.2843,9.6787,Vorarlberg,303
St. Pantaleon-Erla,4303,48.2,14.5667,Niederîsterreich,303
Oberneukirchen,4181,48.4675,14.2197,Oberîsterreich,302
Hittisau,6942,47.4578,9.9596,Vorarlberg,302
Kirchberg in Tirol,6365,47.4667,12.35,Tirol,302
Werfen,5450,47.4667,13.1833,Salzburg,301
Lassee,2291,48.2656,16.805,Niederîsterreich,301
Hofkirchen an der Trattnach,4716,48.2287,13.7569,Oberîsterreich,301
Ebenthal in KÑrnten,9020,46.6506,14.3539,KÑrnten,301
Klaus,6833,47.3091,9.6468,Vorarlberg,300
Friedberg,8240,47.3667,16.1167,Burgenland,300
Aspach,4931,48.1697,13.3531,Oberîsterreich,299
St. Marienkirchen bei SchÑrding,4773,48.3799,13.532,Oberîsterreich,298
Mittelberg,6991,47.3505,10.1823,Vorarlberg,297
Haag am Hausruck,4680,48.1842,13.6437,Oberîsterreich,297
Stallhofen,8113,47.0667,15.25,Steiermark,296
Markt Hartmannsdorf,8311,47.043,15.8623,Steiermark,296
Kîstendorf,5203,47.9333,13.15,Salzburg,296
Breitenbach am Inn,6252,47.4851,11.9921,Tirol,296
Hofstetten-GrÅnau,3150,48.0664,15.6332,Niederîsterreich,295
Gro· Sankt Florian,8444,46.7655,15.4029,Steiermark,294
Steinerkirchen an der Traun,4652,48.0737,14.0156,Oberîsterreich,292
Neumarkt im MÅhlkreis,4211,48.4139,14.445,Oberîsterreich,292
Luftenberg an der Donau,4225,48.2749,14.4296,Oberîsterreich,292
Kînigswiesen,4280,48.4045,14.8382,Oberîsterreich,292
Ulrichsberg,4160,48.6251,13.9759,Oberîsterreich,291
Rainbach im MÅhlkreis,4193,48.527,14.3871,Oberîsterreich,291
Pfunds,6542,47.0333,10.6,Tirol,291
Tragwein,4230,48.3467,14.5589,Oberîsterreich,290
Wagrain,5602,47.3466,13.2545,Salzburg,290
Altlengbach,3032,48.173,15.9527,Niederîsterreich,290
Sillian,9920,46.7531,12.4092,Tirol,289
Furth bei Gîttweig,3511,48.3676,15.572,Niederîsterreich,289
Gîllersdorf,2013,48.5,16.0833,Niederîsterreich,288
Allhartsberg,3365,48.0432,14.794,Niederîsterreich,287
Bad Gastein,5640,47.1155,13.1347,Salzburg,287
Gaming,3223,47.8671,15.3396,Niederîsterreich,286
Kirchbach-Zerlach,8081,46.9335,15.646,Steiermark,285
Zurndorf,2424,47.9831,17.0031,Burgenland,284
Flie·,6473,47.1796,10.7333,Tirol,284
Obervellach,9821,46.9499,13.2027,KÑrnten,283
Niederneukirchen,4491,48.1809,14.3667,Oberîsterreich,282
Ternberg,4451,48.0427,14.4213,Oberîsterreich,281
Weitra,3970,48.7333,14.8667,Niederîsterreich,281
Lebring-Sankt Margarethen,8403,46.8359,15.4884,Steiermark,281
Schardenberg,4783,48.5239,13.4658,Oberîsterreich,280
Sankt Georgen an der Stiefing,8410,46.9333,15.5167,Steiermark,280
Oberndorf an der Melk,3241,48.0819,15.2978,Niederîsterreich,279
Kaindorf,8224,47.1833,15.85,Steiermark,279
Bad Mitterndorf,8982,47.5527,13.9592,Steiermark,279
Vasoldsberg,8076,46.9888,15.4758,Steiermark,278
Taxenbach,5651,47.3048,13.0849,Salzburg,277
St. Pantaleon,5120,48.0872,12.8396,Oberîsterreich,277
Mautern an der Donau,3512,48.3667,15.55,Niederîsterreich,277
Langenwang,8665,47.5609,15.5674,Steiermark,277
Faistenau,5324,47.7803,13.2036,Salzburg,277
AurolzmÅnster,4910,48.1907,13.4866,Oberîsterreich,277
Frantschach-St. Gertraud,9400,46.8525,14.8292,KÑrnten,276
Ampflwang im Hausruckwald,4843,48.0321,13.6385,Oberîsterreich,275
St. Peter am Hart,4962,48.2695,13.1465,Oberîsterreich,274
DÅrnkrut,2263,48.4731,16.8506,Niederîsterreich,274
Mooskirchen,8562,46.9511,15.2869,Steiermark,273
Lendorf,9800,46.8,13.5,KÑrnten,272
St. Marien,4491,48.1809,14.3667,Oberîsterreich,271
St. Oswald bei Freistadt,4271,48.5,14.5833,Oberîsterreich,269
Semriach,8102,47.2,15.4167,Steiermark,269
Stoob,7344,47.5284,16.4776,Burgenland,269
Raab,4760,48.3699,13.6595,Oberîsterreich,269
Grein,4360,48.2809,14.826,Oberîsterreich,269
Ziersdorf,3710,48.55,15.9667,Niederîsterreich,268
Wîlbling,3122,48.3333,15.4833,Niederîsterreich,268
Tiefgraben,4893,47.8667,13.3167,Oberîsterreich,267
Paldau,8324,47.0096,15.7423,Steiermark,267
Au,6883,47.3218,9.9807,Vorarlberg,267
Schlins,6824,47.2,9.7,Vorarlberg,266
Ebergassing,2435,48,16.5667,Niederîsterreich,266
Stumm,6275,47.2833,11.8833,Tirol,265
Lofer,5090,47.6,12.7167,Salzburg,265
Markt Allhau,7411,47.2833,16.0833,Burgenland,265
Wallsee-Sindelburg,3313,48.15,14.7,Niederîsterreich,264
Vîsendorf,2331,48.1211,16.3404,Niederîsterreich,264
Umhausen,6441,47.1667,10.9,Tirol,264
Thalheim bei Wels,4600,48.2039,14.0373,Oberîsterreich,264
Marchegg,2293,48.2789,16.9093,Niederîsterreich,263
Lembach im MÅhlkreis,4131,48.4444,13.938,Oberîsterreich,263
Krumbach,2851,47.5333,16.15,Niederîsterreich,263
Leogang,5771,47.45,12.6667,Salzburg,261
GleinstÑtten,8443,46.7655,15.4029,Steiermark,261
Taiskirchen im Innkreis,4751,48.2831,13.5935,Oberîsterreich,260
Gro·petersdorf,7503,47.2389,16.3178,Burgenland,260
Edelschrott,8580,47.0833,15.1,Steiermark,260
Bleiburg,9150,46.5833,14.8167,KÑrnten,260
Neukirchen am Gro·venediger,5741,47.2333,12.2667,Salzburg,258
Sankt Marein bei Graz,8081,46.9335,15.646,Steiermark,257
Persenbeug-Gottsdorf,3680,48.2273,15.0666,Niederîsterreich,257
Nîtsch im Gailtal,9531,46.6319,13.6358,KÑrnten,256
St. Peter am Kammersberg,8832,47.1106,14.1694,Steiermark,254
Obdach,8742,47.0667,14.6833,Steiermark,253
Preding,8504,46.8783,15.398,Steiermark,252
Parndorf,2471,47.9996,16.8605,Burgenland,252
Haus,8966,47.4167,13.8167,Steiermark,252
Hofkirchen im MÅhlkreis,4085,48.402,13.9106,Oberîsterreich,252
Sulz,6832,47.2933,9.6548,Vorarlberg,251
Gamlitz,8451,46.7833,15.4833,Steiermark,251
Winklern,9833,46.8833,12.9,KÑrnten,250
Horitschon,7312,47.5905,16.582,Burgenland,250
Molln,4591,47.8872,14.2582,Oberîsterreich,249
Sollenau,2601,47.8844,16.2718,Niederîsterreich,248
Mariazell,3294,47.8453,15.1301,Niederîsterreich,248
Hohenau an der March,2273,48.6042,16.9047,Niederîsterreich,248
Ruprechtshofen,3243,48.1,15.2667,Niederîsterreich,246
Trieben,8784,47.5,14.4667,Steiermark,245
Silz,6183,47.2135,11.0231,Tirol,245
Sankt Peter am Ottersbach,8093,46.7767,15.7653,Steiermark,245
Puchenau,4048,48.3358,14.2347,Oberîsterreich,244
Rauris,5661,47.2466,12.9573,Salzburg,244
Wenns,6473,47.1796,10.7333,Tirol,242
Prinzersdorf,3385,48.1667,15.5667,Niederîsterreich,242
Kilb,3203,48.0981,15.509,Niederîsterreich,242
Kematen an der Krems,4531,48.1042,14.2106,Oberîsterreich,241
Karlstetten,3121,48.2889,15.5607,Niederîsterreich,241
Wîllersdorf-SteinabrÅckl,2751,47.8,16.25,Niederîsterreich,240
Mettmach,4931,48.1697,13.3531,Oberîsterreich,240
Kirchschlag in der Buckligen Welt,2812,47.5583,16.3314,Burgenland,240
Eberstalzell,4643,47.9853,13.9865,Oberîsterreich,239
Scheifling,8811,47.15,14.3667,Steiermark,238
Neukirchen am Walde,4722,48.373,13.7414,Oberîsterreich,238
St. Peter am Wimberg,4170,48.5445,14.0523,Oberîsterreich,237
Saxen,4342,48.209,14.7191,Oberîsterreich,237
Heidenreichstein,3834,48.8167,15.15,Niederîsterreich,235
Bad Erlach,2822,47.7318,16.1709,Niederîsterreich,235
Winzendorf-Muthmannsdorf,2722,47.8074,16.0792,Niederîsterreich,234
TÅrnitz,3183,47.931,15.493,Niederîsterreich,234
Warth,2831,47.6667,16.1,Niederîsterreich,234
Wernberg,9220,46.6132,14.0285,KÑrnten,234
Sankt Michael in Obersteiermark,8713,47.3137,14.9716,Steiermark,234
Leutschach an der Weinstra·e,8452,46.7333,15.4167,Steiermark,234
Stra·burg,9341,46.8773,14.2191,KÑrnten,233
Oberwîlz ,8832,47.1106,14.1694,Steiermark,233
Fels am Wagram,3481,48.4333,15.85,Niederîsterreich,233
Purbach am Neusiedler See,7083,47.9129,16.6956,Burgenland,232
Alland,2500,47.9757,16.3219,Niederîsterreich,232
Weer,6116,47.2831,11.5957,Tirol,231
Sarleinsbach,4150,48.5383,13.8437,Oberîsterreich,231
